,respondent_id,as_of_year,agency_abbr,loan_type_name,loan_amount_000s,owner_occupancy_name,loan_purpose_name,property_type_name,preapproval_name,msamd_name,state_abbr,county_name,applicant_ethnicity_name,co_applicant_ethnicity_name,applicant_race_name_1,co_applicant_race_name_1,applicant_sex_name,co_applicant_sex_name,applicant_income_000s,purchaser_type_name,denial_reason_name_1,hoepa_status_name,lien_status_name,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,action_taken_name
95096,0000026967,2011,FDIC,FHA-insured,258,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Fort Worth, Arlington - TX",TX,Parker County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,106.0,"Life insurance company, credit union, mortgage bank, or finance company",,Not a HOEPA loan,Secured by a first lien,6260.0,9.390000343322754,68200.0,81.11000061035156,1812.0,2283.0,Loan originated
7972,95-4623407,2011,HUD,Conventional,136,Owner-occupied as a principal dwelling,Home improvement,One-to-four family dwelling (other than manufactured housing),Not applicable,"Wilmington - DE, MD, NJ",DE,New Castle County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,94.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,4709.0,30.20000076293945,80800.0,118.58000183105469,1198.0,1321.0,Loan originated
104615,0003284070,2011,CFPB,Conventional,228,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,Camden - NJ,NJ,Camden County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,118.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,6605.0,17.959999084472656,86000.0,151.2100067138672,2018.0,2089.0,Application denied by financial institution
181775,27-4318010,2011,CFPB,Conventional,23,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,NC,Scotland County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,9.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,8361.0,30.20000076293945,49500.0,127.6500015258789,2175.0,3162.0,Application denied by financial institution
130083,38-3615473,2011,CFPB,FHA-insured,84,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Muskegon, Norton Shores - MI",MI,Muskegon County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,26.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,3058.0,8.180000305175781,54200.0,99.18000030517578,1097.0,1297.0,Application denied by financial institution
136696,0000817824,2011,CFPB,Conventional,173,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Louisville, Jefferson County - KY, IN",IN,Washington County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,37.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,4656.0,1.5199999809265137,62900.0,91.12999725341795,1459.0,1801.0,Application denied by financial institution
148652,7197000003,2011,HUD,Conventional,147,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Riverside, San Bernardino, Ontario - CA",CA,Riverside County,Not Hispanic or Latino,"Information not provided by applicant in mail, Internet, or telephone application",White,"Information not provided by applicant in mail, Internet, or telephone application",Male,"Information not provided by applicant in mail, Internet, or telephone application",58.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,5258.0,59.2400016784668,62500.0,86.9000015258789,1340.0,2469.0,Application denied by financial institution
180455,0000451965,2011,CFPB,Conventional,417,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"San Francisco, San Mateo, Redwood City - CA",CA,San Francisco County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,83.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a first lien,2666.0,20.479999542236328,101600.0,151.6300048828125,458.0,543.0,Application denied by financial institution
41942,0000817824,2011,CFPB,Conventional,124,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Pittsburgh - PA,PA,Allegheny County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,101.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a subordinate lien,4659.0,5.170000076293945,64000.0,160.89999389648438,1594.0,1749.0,Loan originated
173232,0000480228,2011,CFPB,Conventional,86,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,AK,Valdez-Cordova Census Area,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,108.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,4484.0,20.989999771118164,70100.0,132.61000061035156,1144.0,1655.0,Application denied by financial institution
126869,0000023521,2011,NCUA,Conventional,50,Owner-occupied as a principal dwelling,Home improvement,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,16.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,2521.0,7.96999979019165,65500.0,129.72000122070312,970.0,1062.0,Application denied by financial institution
185285,2317700005,2011,HUD,Conventional,880,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Bridgeport, Stamford, Norwalk - CT",CT,Fairfield County,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Asian,Male,Female,240.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,2704.0,3.140000104904175,105300.0,182.7400054931641,797.0,831.0,Application denied by financial institution
173076,0000451965,2011,CFPB,Conventional,67,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Cheyenne - WY,WY,Laramie County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,132.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,4360.0,21.26000022888184,65300.0,78.75,924.0,1870.0,Application denied by financial institution
104817,0000697633,2011,CFPB,Conventional,166,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Anniston, Oxford - AL",AL,Calhoun County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,53.0,Loan was not originated or was not sold in calendar year covered by register,Credit history,Not a HOEPA loan,Secured by a first lien,4357.0,4.5,51500.0,103.81999969482422,1447.0,1807.0,Application denied by financial institution
114289,0002735146,2011,CFPB,Conventional,128,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,NC,Wilson County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,42.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,8401.0,13.550000190734865,49500.0,166.8300018310547,2681.0,3396.0,Application denied by financial institution
35129,7810600004,2011,HUD,Conventional,204,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Washington County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,58.0,Freddie Mac (FHLMC),,Not a HOEPA loan,Secured by a first lien,5872.0,16.540000915527347,72000.0,115.87999725341795,1472.0,1769.0,Loan originated
199946,0000012311,2011,CFPB,Conventional,17,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Indianapolis, Carmel - IN",IN,Marion County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,30.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a subordinate lien,8282.0,3.2999999523162837,66000.0,92.62000274658205,2516.0,3144.0,Application denied by financial institution
112402,0000601733,2011,FRS,Conventional,186,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Birmingham, Hoover - AL",AL,Chilton County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Male,48.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,2681.0,4.329999923706056,62000.0,95.56999969482422,953.0,1259.0,Application denied by financial institution
190003,0000451965,2011,CFPB,Conventional,605,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Anchorage - AK,AK,Anchorage Municipality,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,179.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,4020.0,10.619999885559082,84000.0,162.5800018310547,1246.0,1353.0,Application denied by financial institution
146162,95-4623407,2011,HUD,Conventional,188,Owner-occupied as a principal dwelling,Home improvement,One-to-four family dwelling (other than manufactured housing),Not applicable,"New Haven, Milford - CT",CT,New Haven County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,56.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,5001.0,28.690000534057614,81400.0,108.29000091552734,1342.0,1605.0,Application denied by financial institution
18106,04-2802284,2011,HUD,Conventional,141,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Hartford, West Hartford, East Hartford - CT",CT,Hartford County,Not Hispanic or Latino,No co-applicant,Black or African American,No co-applicant,Male,No co-applicant,44.0,"Commercial bank, savings bank or savings association",,Not a HOEPA loan,Secured by a first lien,5292.0,47.959999084472656,86500.0,70.66000366210938,1061.0,1547.0,Loan originated
57066,0000804963,2011,CFPB,Conventional,195,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,OR,Lincoln County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,100.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,3173.0,15.0600004196167,52700.0,101.43000030517578,763.0,1245.0,Loan originated
66504,0003303298,2011,CFPB,Conventional,302,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was requested,Pittsburgh - PA,PA,Armstrong County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,135.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,3792.0,1.7100000381469729,64000.0,78.12999725341797,1161.0,1836.0,Loan originated
116420,0000451965,2011,CFPB,Conventional,196,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Clackamas County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,56.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,3578.0,10.5600004196167,72000.0,125.4000015258789,962.0,1231.0,Application denied by financial institution
85599,3027509990,2011,HUD,VA-guaranteed,67,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Atlanta, Sandy Springs, Marietta - GA",GA,Henry County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,32.0,Ginnie Mae (GNMA),,Not a HOEPA loan,Secured by a first lien,5544.0,6.510000228881836,68300.0,117.13999938964844,1775.0,1900.0,Loan originated
123845,7197000003,2011,HUD,FHA-insured,258,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,Monroe - MI,MI,Monroe County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,67.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,4175.0,4.139999866485597,63000.0,99.7699966430664,1364.0,1537.0,Application denied by financial institution
136560,0000451965,2011,CFPB,Conventional,342,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Clackamas County,Not Hispanic or Latino,"Information not provided by applicant in mail, Internet, or telephone application",White,"Information not provided by applicant in mail, Internet, or telephone application",Male,Female,83.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,7345.0,7.070000171661378,72000.0,218.57000732421875,2466.0,2685.0,Application denied by financial institution
